index,dose,year,fold
3440,5pM,2014,train
3441,5pM,2014,test
3442,5pM,2014,test
3443,5pM,2014,train
3444,5pM,2014,train
3445,5pM,2014,train
3446,5pM,2014,validate
3447,5pM,2014,train
3448,5pM,2014,train
3449,5pM,2014,test
3450,5pM,2014,train
3451,5pM,2014,train
3452,5pM,2014,train
3453,5pM,2014,validate
3454,5pM,2014,test
3455,5pM,2014,train
3456,5pM,2014,train
3457,5pM,2014,train
3458,5pM,2014,validate
3459,5pM,2014,train
3460,5pM,2014,train
3461,5pM,2014,train
3462,5pM,2014,validate
3463,5pM,2014,train
3464,5pM,2014,train
3465,5pM,2014,train
3466,5pM,2014,train
3467,5pM,2014,train
3468,5pM,2014,train
3469,5pM,2014,train
3470,5pM,2014,test
3471,5pM,2014,train
3472,5pM,2014,train
3473,5pM,2014,train
3474,5pM,2014,train
3475,5pM,2014,train
3476,5pM,2014,train
3477,5pM,2014,train
3478,5pM,2014,train
3479,5pM,2014,train
3480,5pM,2014,train
3481,5pM,2014,train
3482,5pM,2014,train
3483,5pM,2014,train
3484,5pM,2014,train
3485,5pM,2014,train
3486,5pM,2014,train
3487,5pM,2014,train
